id,tweet,label
265,389 Lagos256 Katsina23 Edo22 Rivers14 Kano13 Adamawa11 Akwa Ibom11 Kaduna7 Kwara6 Nasarawa6 Gombe2 Plateau2 Abia2 Delta2 Benue2 Niger2 Kogi2 Oyo2 Imo1 Borno1 Ogun1 Anambra1 8733 COVID19Nigeria Discharged 2501 Deaths 254 httpstcozMOY2YKAX1,real
266,COVID19's fake,fake
267,Shands Hospital Gainesville Florida confirmed case,fake
268,Keep newborn 6 feet Discuss provider physical barrier (for placing newborn incubator),fake
269,The death toll low1158about Sunday In tended weekend lag Sunday Monday numbers lower midweek httpstcotlLvhOj4Z6,real
270,Could loved increased risk Underlying medical conditions lack access quality common racial ethnic These factors lead severe illness Learn httpstcoIw21OtZZcw httpstcolXLjCOKEye,real
271,Prince Andrew officiate grand reopening Woking Pizza Express httpstco2UowpdCcmY,fake
272,COVID19Nigeria UPDATE Two labs activated 1Influenza Laboratory aminukanoth Kano 2 nvrivom Plateau State This brings number labs 11 In progress Maiduguri Sokoto Port Harcourt &amp Kaduna httpstcoec8GtTt1Qc,real
273,status ICMRDELHI stated 66279462 samples upto September 22 2020 953683 sample September 22 2020 StaySafe IndiaWillWin httpstco6G5M8rsZ66,real
274,Strange coincidence worst Covid19 Latitude 40 From left Wuhan SKorea Seattle Washington NewYork,fake
275,Papua New supplies provinces strong collaboration New Zealand More details httpstcoVaRLt1M0NW WHOImpact httpstco1UKihEhxR3,real
276,Even 14000 young children dying preventable They equal survive quality care HealthForAll httpstcorrKeuvdBKC httpstcoN83WYOUAoz,real
277,Several media users shared picture cow leopard claimed Assam This claim Misleading The viral image Assam animals spent time Gujarat's Vadodara 2002 httpstcoFdqSU8dSK1,fake
278,This Election Night chaotic In addition coping unprecedented number mail ballots requires election provide clean socially distanced inperson voting grapple shortage election workers httpstcoZTe3utWuFp,fake
279,holidng breath mustard oil nose kill,fake
280,Our discharges include 1325 community recoveries Lagos State case management A breakdown state httpstcozQrpNeOfet TakeResponsibility httpstcosFzJnh7niv,real
281,When medical supposed white (this filter part) sick,fake
282,Local badass washes hands 15 seconds handwashing CoronaLockdown httpstcopbWtYGBYYa httpstco2LJhHYcnpB,fake
283,CBS aired wrong video footage,fake
284,Shes casually carrying body 1 hand Sure More evidence complete hoax props & street theater,fake
285,Our daily published States 727k tests 39k 475 deaths Hospitalizations lowest level June 30 httpstcohDJwxhheNS,real
286,A photo viral media military convoy transporting died,fake
287,Based transmission occurs showing happen,real
288,Bill Gates predicted,fake
289,Reported deaths low 629 If numbers 7day average fall 1000 httpstco3CBsTnd2zX,real
290,Although face challenges encouraged progress 8 With national unity global solidarity pandemicDrTedros,real
291,hiraj13 madhukishwar Luckily sir 95 % suffer mild You heal For unlucky 5 % suffer severe ards catastrophic coronil,fake
292,A police officer Bihar's Hajipur jail,fake
293,final stages adding partners encourages pharmaceutical tech companies join initiative reduce risk lead healthier livesDrTedros NoTobacco httpstcopoGGnqEhMo,real
294,Our models estimate Louisiana high rate ICU capacity Louisiana elevated risk based ReopeningSafely metrics Learn httpstcoHaz28NlHdu httpstcoBwnaCCYx6E,real
295,Photo lying ground middle street allegedly,fake
296,CDCDirector recommends EPAregistered household disinfectant protect Visit,real
297,registered 4200 recovering 24 hours,fake
298,Dr VK srinivas vice president Bharat biotech clinical trial developed team Bharat biotech,fake
299,"Maximum suppression strategy FMWales Wales ""cautious"" Westminster approach ""go reverse"" restrictions Get latest updates httpstcoQoJD66BQ7e httpstconQ3K0uy8SQ",real
300,Percent critically metric flipping fraction communicate persuasively juledurg jessicamalaty twang0518 explain testsperpositive valuable metric httpstcocqICNEbV7V httpstcobNTAXx9APF,real
301,There New Zealand receiving hospitallevel care Yesterday laboratories completed 1754 tests That brings total number tests completed 455677,real
302,covid19 coronaoutbreak 10 toilet roll Robbing bastards ashamed Canons Park newsagents Disgusting covid19UK panicbuyers londonlockdown WereInThisTogether ukcoronavirus httpstcoq8YzoxlIA9,fake
303,"Donald Trump claimed ""upplayed"" seriousness admitting earlier ""wanted play down"" httpstcowEgnnZzrNW",real
304,Since 50% drop pediatric ED visits T1D commonly delayed diagnoses httpstcoud0r3MRqR0,real
305,ejkalafarski ejkalafarski You're correct Rt harder maintain low We're working improving metrics measure containment,real
306,There remaining cluster classified open St Margarets Hospital &amp Rest Home Auckland Yesterday labs completed 6273 tests bringing total completed 327460 This higher,real
307,covid19 coronavirusupdate Wuhan locals claim killed 42000 city times national figure claimed Chinese httpstcoK46oeZLUZf,fake
308,Dead bodies wrapped white cloths died Osmania Hospital city Hyderabad,fake
309,Since 9th June rolled managed facilities 3 12 peoples stay Some suggested arrival Please arrives border Health screen,real
310,Update Today NZ time historical confirmed case dating February probable historical connected case dating February httpstcofJPQOU2wMm,real
311,"200 registered People ""cleansed bleach"" Vilnius international airport small tenttown nearby",fake
312,Indias capacity crossed 10 lakhs tests 1016920 tests conducted 24 hours The weekly average tests multiplied 4 times January 2020 StaySafe IndiaWillWin httpstcoP05dAzDmh2,real
313,Extraordinary times measures Releasing Patients Curb Social Gatherings httpstco2lMmNybtOf donaldtrump,fake
314,48 patients Jaamat Delhi's Sultanpuri area,fake
315,People required selfisolate law refuse facing fines 10000 England RaynerSkyNews work Read httpstcoRkD0xR6o15 httpstcoTBgvCX3o17,real
316,Videos clashes arose Paris detected streetwashing water,fake
317,The existed 2001,fake
318,An image claims chroma screen panels deaths,fake
319,As June 9 Almost 2 US 37 states jurisdictions 10000 Continue slow spread wearing cloth face covering washing hands httpstcowiuFBKR3Uh httpstcoaejD1WDyGL,real
320,carenkarpenter There big studies findings relationships vitamin D levels patients,fake
321,Claim Indias case growth peak early May reduce 0 May 16 VK Paul Empowered Group 1 April 24 Fact 53 countrywide risen &gt3000day httpstcoHZAmkZFIRk,fake
322,To understand severity surge United States data deaths lags We hospitalization data spotty spring Now data complete whet cohokelly explain httpstcoeNW4nlKcDX httpstcoqa7bL1t23w,real
323,3 stages brain damage identified httpstcoUWEHkMD7Z7,real
324,Several dozen volunteers spent 5 evaluating data This white paper produced httpstco7pfR06HJhd httpstcoviUhfA0wBr,real
325,As Districts highest cumulative deaths Maharashtra Mumbai 6549 Thane 2754 Pune 2342 Jalgaon 558 Solapur 532 Covid19 CoronavirusIndia COVIDUpdates httpstcovvKGLirKTl,real
326,A blessing sucks ClickHole Anonymous (collaboration),fake
327,MoCAGoI Domestic aviation operations soaring higher Nearly 142000 passengers skies country 6th Septembe,real
328,Squeezing hot lemon water cures corona,fake
329,In Hydrabad Hungry & Jobless Youth pour Petrol,fake
330,"A meme claims Bill Gates ""expelled leaving 47000 permanently disabled disabled children direct result polio vaccine""",fake
331,"Putting national stayathome orders house arrest Other slavery kind restraint greatest intrusion civil liberties American history""",fake
332,Know delay travel SlowTheSpread Check common situations talk provider unsure apply travel companions httpstcoqikq42aNWl httpstcoSvepZEQGMP,real
333,Neighborhood signs medical staff stay,fake
334,cocaine protect,fake
335,There Bovalino (Reggio Calabria Italy),fake
336,Cindy McCain appointed Joe Biden's transition team httpstco279bz7svNL No US Veteran's widow identify Biden deep corrupt ties CCPadversary launched bioweaponCOVID19 American soil killing thousands face httpstcoxBV2bjXE3C,fake
337,Herd Immunity Strategy Unethical Unlikely Successful UK warn scientists Long Covid Sufferers recognition httpstcoNh40SnwizM,fake
338,Six plandemic Bill Gates negotiated $100 billion contact tracing deal (the) Democratic congressman sponsor,fake
339,If Chinese food simple cure gargle bleach,fake
340,Man feels eye pain 45 seconds reading symptom httpstcozoueoPWzpU httpstcoGQBjZeO3kN,fake
341,Our total number confirmed remains 1458 number World Health Organization Yesterday laboratories processed 7360 tests bringing total number tests completed 897077,real
342,We daily 4pm live httpstcoBS0es79Hew We've tracked 4889 total,real
343,followlasg recovery 684 patients managed community case management A breakdown state httpstcozQrpNeOfet TakeResponsibility httpstcoCAN7oLpAv4,real
344,Doctor operated kidney patient,fake
345,(14) The round countrywide serosurvey led ICMR completed The final phase analysis survey underway offer comparison survey IndiaFightsCOVID19,real
346,"The future ID "" mark The ID tells free",fake
347,Suggests Trump urged sick vote,fake
348,Herman Cain onetime Republican presidential candidate died colon cancer,fake
349,The chairman British Medical Association Dr Chaand Nagpaul wearing face extremely explaining prevent 80 percent spreading KayBurley httpstcoC5rHb4KKxV httpstcoIez62hsksO,real
350,She drew difference protests police brutality protests earlier spring opposed mandates socialdistancing,real
351,Today 10 Three Auckland City Hospital Middlemore North Shore Hospital Waikato Hospital Auckland City Hospital linked community cluster,real
352,American scientists developed cure,fake
353,children Covid parental consent UK Fake,fake
354,How wanna bet cure Coronavirus disease (COVID19) All I I credit coming magical cure,fake
355,Older adults illness Take everyday precautions reduce risk exposure Avoid close contact sick Wash hands Avoid touching face nose &amp eyes httpstcoK8q30LYLiE httpstcocsEUNDYaNf,real
356,published website called inventivacoin claiming Prime Minister Narendra Modi Emergency Article 360 Financial Emergency,fake
357,NEWS Manchester United fans wondering global Coronavirus prevent Liverpool winning league httpstco7xCblPSAeI httpstco01L4Ry7flj,fake
358,CDCtravel Staying slow spread It hard remain loved challengi,real
359,According Civil Registry record number respiratory syndrome deaths decreased increased 2019 2020 Cear The time period considered March 16 May 10,fake
360,A thoughts counted 6600 tests 1 WA accounts 30% tests US 4 ET 2 NY total tests night time,real
361,Some states reactivating emergency plans crisis care delaying elective surgeries (again) httpstcoTt5CBn9C33,real
362,As 8 Aug 2020 (715PM) TamilNadu 3041529 persons (3155619 samples) COVID19India COVIDUpdates CoronaUpdates CoronavirusIndia CoronavirusUpdates CoronavirusPandemic httpstcojpTDzKWacL,real
363,achieves record number 1206806 tests single September 19 2020 IndiaWillWin TogetherAgainstCOVID19 ICMRDELHI httpstcoZXXZNGjmGC,real
364,Chinese President Xi Jinping urging Africans reject killed animals,fake
365,World Steam Week According doctors hit steam nose corona eradicated Everyone start steam campaign To work direction urge start steam process 07 August 14 August morning afternoon evening Just 5 minutes inhale steam By adopting practice deadly erased send message relatives friends neighbors kill beautiful HV freely Thank Request,fake
366,California 3 United States total deaths New York New Jersey We hope declining case counts CA reflected falling deaths 23 httpstcoiGGokUAjGB,real
367,The mistake reduced count Florida 90000 11000,fake
368,Bank America funds programs assist communities color Areas focus include job training skill building retraining small business support housing assistance httpstcoPBI4F5W1Fl,fake
369,conducting close 5 crore tests 133 Crore tests conducted httpstcofuL3YiyUIm httpstco2pyHHCom3c,real
370,Trump Announces A Cure httpstcolpIQfBvXB8 donaldtrump,fake
371,Video migrants overcrowded train Mumbai West Bengal 10 May 2020 amid restrictictions,fake
372,India's recovery rate improves 7864% September 17 2020 Steady improvement India's recovery rate initiation March 25 2020 ICMRDELHI Via MoHFWINDIA httpstcoowZUMrblZm,real
373,91 43Lagos 8Sokoto 6Taraba 5Kaduna 5Gombe 3Ondo 3FCT 3Edo 3Oyo 3Rivers 3Bauchi 2Osun 1Akwa Ibom 1Bayelsa 1Ebonyi 1Kebbi As 1150pm 26th April 1273 confirmed Discharged 239 Deaths 40 httpstco261wewYfEg,real
374,PeterWa97559477 Those feel solid We're coverage state hospitals alexismadrigal,real
375,From asked visit homes First Minister Nicola Sturgeon explains restriction banning meeting households indoors Get latest restrictions httpstcoujGUetzYDa httpstcourfioxIMyr,real
376,4 granted visits family member closing dying They returned facility One granted exemption terminal medical condition These granted exemption exceptional circumstances,real
377,One major caveat Texas backlog 5k included today's numbers Even Monday subject weekend lag small number,real
378,We've updated national case definitons Who 1 Returning travellers fever cough difficulty breathing 2 Contacts confirmed 3 Those fever &amp respiratory areas moderatehigh prevalence httpstcojT1KIwoUj8,real
379,I thought humans httpstcoAFLpRdGiwF,fake
380,3 vaccines clinical trial stage Cadila &amp Bharat Biotech completed phaseI trials Serum Institute completed phase IIB3 trials start phaseIII trial (with 1500 patients 14 locations) clearances DG ICMRDELHI httpstcoBXy9ZTJZjL,real
381,575 COVID19Nigeria Lagos224 Oyo85 FCT68 Rivers49 Kaduna39 Edo31 Enugu30 Delta11 Niger10 Katsina9 Ebonyi5 Gombe3 Jigawa3 Plateau2 Nassarawa2 Borno2 Kano1 Abia1 31323 confirmed 12795 discharged 709 deaths httpstcoMav9p5BNJr,real
